invoice_line_id,invoice_id,ticket_id,line_type,reference_code,description,amount,currency
INL-00597,INV-00078,TKT-00127,airport_fee,SEC,Security Fee,400.0,TRY
INL-00598,INV-00078,TKT-00127,ancillary,BAG20,Ancillary service: BAG20,1500.0,TRY
INL-00599,INV-00078,TKT-00128,base_fare,ECOFL,Base fare: Economy Flex,27049.83,TRY
INL-00600,INV-00078,TKT-00128,tax,GVT,Government Passenger Tax,1893.49,TRY
INL-00601,INV-00078,TKT-00128,airport_fee,PSC,Passenger Service Charge,1166.67,TRY
INL-00602,INV-00078,TKT-00128,airport_fee,SEC,Security Fee,400.0,TRY
INL-00603,INV-00078,TKT-00128,ancillary,UPGCB,Ancillary service: UPGCB,7333.33,TRY
INL-00604,INV-00079,TKT-00129,base_fare,ECOSV,Base fare: Economy Saver,696.15,EUR
INL-00605,INV-00079,TKT-00129,tax,GVT,Government Passenger Tax,48.73,EUR
INL-00606,INV-00079,TKT-00129,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00607,INV-00079,TKT-00129,airport_fee,SEC,Security Fee,11.01,EUR
INL-00608,INV-00079,,discount,CORP-CORP-001,Discount: Corporate rate: Vantage Consulting Group,-83.54,EUR
INL-00609,INV-00080,TKT-00130,base_fare,PREMY,Base fare: Premium Economy,982.81,CAD
INL-00610,INV-00080,TKT-00130,tax,GVT,Government Passenger Tax,68.8,CAD
INL-00611,INV-00080,TKT-00130,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-00612,INV-00080,TKT-00130,airport_fee,SEC,Security Fee,16.22,CAD
INL-00613,INV-00080,TKT-00131,base_fare,PREMY,Base fare: Premium Economy,982.81,CAD
INL-00614,INV-00080,TKT-00131,tax,GVT,Government Passenger Tax,68.8,CAD
INL-00615,INV-00080,TKT-00131,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-00616,INV-00080,TKT-00131,airport_fee,SEC,Security Fee,16.22,CAD
INL-00617,INV-00080,TKT-00132,base_fare,PREMY,Base fare: Premium Economy,982.81,CAD
INL-00618,INV-00080,TKT-00132,tax,GVT,Government Passenger Tax,68.8,CAD
INL-00619,INV-00080,TKT-00132,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-00620,INV-00080,TKT-00132,airport_fee,SEC,Security Fee,16.22,CAD
INL-00621,INV-00080,TKT-00132,ancillary,WIFI,Ancillary service: WIFI,20.27,CAD
INL-00622,INV-00080,TKT-00132,ancillary,SEATPR,Ancillary service: SEATPR,33.78,CAD
INL-00623,INV-00081,TKT-00133,base_fare,ECOSV,Base fare: Economy Saver,715.83,EUR
INL-00624,INV-00081,TKT-00133,tax,GVT,Government Passenger Tax,50.11,EUR
INL-00625,INV-00081,TKT-00133,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00626,INV-00081,TKT-00133,airport_fee,SEC,Security Fee,11.01,EUR
INL-00627,INV-00081,TKT-00133,ancillary,LOUNGE,Ancillary service: LOUNGE,50.46,EUR
INL-00628,INV-00081,,discount,CORP-CORP-004,Discount: Corporate rate: Meridian Bank Group,-107.37,EUR
INL-00629,INV-00082,TKT-00134,base_fare,PREMY,Base fare: Premium Economy,1031.36,CAD
INL-00630,INV-00082,TKT-00134,tax,GVT,Government Passenger Tax,72.2,CAD
INL-00631,INV-00082,TKT-00134,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-00632,INV-00082,TKT-00134,airport_fee,SEC,Security Fee,16.22,CAD
INL-00633,INV-00083,TKT-00135,base_fare,ECOSV,Base fare: Economy Saver,1025.4,CAD
INL-00634,INV-00083,TKT-00135,tax,GVT,Government Passenger Tax,71.78,CAD
INL-00635,INV-00083,TKT-00135,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-00636,INV-00083,TKT-00135,airport_fee,SEC,Security Fee,16.22,CAD
INL-00637,INV-00083,,discount,CORP-CORP-001,Discount: Corporate rate: Vantage Consulting Group,-123.05,CAD
INL-00638,INV-00084,TKT-00136,base_fare,BIZSV,Base fare: Business Saver,55078.52,ZAR
INL-00639,INV-00084,TKT-00136,tax,GVT,Government Passenger Tax,3855.5,ZAR
INL-00640,INV-00084,TKT-00136,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00641,INV-00084,TKT-00136,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00642,INV-00084,TKT-00137,base_fare,BIZSV,Base fare: Business Saver,55078.52,ZAR
INL-00643,INV-00084,TKT-00137,tax,GVT,Government Passenger Tax,3855.5,ZAR
INL-00644,INV-00084,TKT-00137,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00645,INV-00084,TKT-00137,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00646,INV-00085,TKT-00138,base_fare,ECOFL,Base fare: Economy Flex,413.49,EUR
INL-00647,INV-00085,TKT-00138,tax,GVT,Government Passenger Tax,28.94,EUR
INL-00648,INV-00085,TKT-00138,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00649,INV-00085,TKT-00138,airport_fee,SEC,Security Fee,11.01,EUR
INL-00650,INV-00086,TKT-00139,base_fare,FIRST,Base fare: First,7199.25,AUD
INL-00651,INV-00086,TKT-00139,tax,GVT,Government Passenger Tax,503.95,AUD
INL-00652,INV-00086,TKT-00139,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00653,INV-00086,TKT-00139,airport_fee,SEC,Security Fee,18.18,AUD
INL-00654,INV-00086,,discount,SUMMER25,Discount: Summer Fixed Discount,-37.88,AUD
INL-00655,INV-00087,TKT-00140,base_fare,PREMY,Base fare: Premium Economy,758.23,EUR
INL-00656,INV-00087,TKT-00140,tax,GVT,Government Passenger Tax,53.08,EUR
INL-00657,INV-00087,TKT-00140,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00658,INV-00087,TKT-00140,airport_fee,SEC,Security Fee,11.01,EUR
INL-00659,INV-00087,TKT-00140,ancillary,SEATPR,Ancillary service: SEATPR,22.94,EUR
INL-00660,INV-00088,TKT-00141,base_fare,PREMY,Base fare: Premium Economy,161996.34,JPY
INL-00661,INV-00088,TKT-00141,tax,GVT,Government Passenger Tax,11339.74,JPY
INL-00662,INV-00088,TKT-00141,airport_fee,PSC,Passenger Service Charge,5223.88,JPY
INL-00663,INV-00088,TKT-00141,airport_fee,SEC,Security Fee,1791.04,JPY
INL-00664,INV-00088,TKT-00142,base_fare,PREMY,Base fare: Premium Economy,161996.34,JPY
INL-00665,INV-00088,TKT-00142,tax,GVT,Government Passenger Tax,11339.74,JPY
INL-00666,INV-00088,TKT-00142,airport_fee,PSC,Passenger Service Charge,5223.88,JPY
INL-00667,INV-00088,TKT-00142,airport_fee,SEC,Security Fee,1791.04,JPY
INL-00668,INV-00088,TKT-00142,ancillary,SEATPR,Ancillary service: SEATPR,3731.34,JPY
INL-00669,INV-00089,TKT-00143,base_fare,BIZFL,Base fare: Business Flex,1971.09,GBP
INL-00670,INV-00089,TKT-00143,tax,GVT,Government Passenger Tax,137.98,GBP
INL-00671,INV-00089,TKT-00143,airport_fee,PSC,Passenger Service Charge,27.56,GBP
INL-00672,INV-00089,TKT-00143,airport_fee,SEC,Security Fee,9.45,GBP
INL-00673,INV-00089,TKT-00143,ancillary,BAG20,Ancillary service: BAG20,35.43,GBP
INL-00674,INV-00089,,discount,CORP-CORP-001,Discount: Corporate rate: Vantage Consulting Group,-236.53,GBP
INL-00675,INV-00090,TKT-00144,base_fare,ECOSV,Base fare: Economy Saver,503.47,GBP
INL-00676,INV-00090,TKT-00144,tax,GVT,Government Passenger Tax,35.24,GBP
INL-00677,INV-00090,TKT-00144,airport_fee,PSC,Passenger Service Charge,27.56,GBP
INL-00678,INV-00090,TKT-00144,airport_fee,SEC,Security Fee,9.45,GBP
INL-00679,INV-00090,TKT-00144,ancillary,MEALSP,Ancillary service: MEALSP,15.75,GBP
INL-00680,INV-00091,TKT-00145,base_fare,BIZFL,Base fare: Business Flex,1457.73,GBP
INL-00681,INV-00091,TKT-00145,tax,GVT,Government Passenger Tax,102.04,GBP
INL-00682,INV-00091,TKT-00145,airport_fee,PSC,Passenger Service Charge,27.56,GBP
INL-00683,INV-00091,TKT-00145,airport_fee,SEC,Security Fee,9.45,GBP
INL-00684,INV-00092,TKT-00146,base_fare,BIZFL,Base fare: Business Flex,11585.32,CNY
INL-00685,INV-00092,TKT-00146,tax,GVT,Government Passenger Tax,810.97,CNY
INL-00686,INV-00092,TKT-00146,airport_fee,PSC,Passenger Service Charge,251.8,CNY
INL-00687,INV-00092,TKT-00146,airport_fee,SEC,Security Fee,86.33,CNY
INL-00688,INV-00092,TKT-00146,ancillary,MEALSP,Ancillary service: MEALSP,143.88,CNY
INL-00689,INV-00093,TKT-00147,base_fare,ECOSV,Base fare: Economy Saver,95433.58,JPY
INL-00690,INV-00093,TKT-00147,tax,GVT,Government Passenger Tax,6680.35,JPY
INL-00691,INV-00093,TKT-00147,airport_fee,PSC,Passenger Service Charge,5223.88,JPY
INL-00692,INV-00093,TKT-00147,airport_fee,SEC,Security Fee,1791.04,JPY
INL-00693,INV-00093,TKT-00147,ancillary,SEATXL,Ancillary service: SEATXL,8955.22,JPY
INL-00694,INV-00094,TKT-00148,base_fare,BIZFL,Base fare: Business Flex,5685.52,AUD
INL-00695,INV-00094,TKT-00148,tax,GVT,Government Passenger Tax,397.99,AUD
INL-00696,INV-00094,TKT-00148,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00697,INV-00094,TKT-00148,airport_fee,SEC,Security Fee,18.18,AUD
INL-00698,INV-00094,TKT-00149,base_fare,BIZFL,Base fare: Business Flex,5685.52,AUD
INL-00699,INV-00094,TKT-00149,tax,GVT,Government Passenger Tax,397.99,AUD
INL-00700,INV-00094,TKT-00149,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00701,INV-00094,TKT-00149,airport_fee,SEC,Security Fee,18.18,AUD
INL-00702,INV-00094,TKT-00149,ancillary,SEATPR,Ancillary service: SEATPR,37.88,AUD
INL-00703,INV-00094,TKT-00150,base_fare,BIZFL,Base fare: Business Flex,5685.52,AUD
INL-00704,INV-00094,TKT-00150,tax,GVT,Government Passenger Tax,397.99,AUD
INL-00705,INV-00094,TKT-00150,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00706,INV-00094,TKT-00150,airport_fee,SEC,Security Fee,18.18,AUD
INL-00707,INV-00094,TKT-00150,ancillary,SEATPR,Ancillary service: SEATPR,37.88,AUD
INL-00708,INV-00094,TKT-00150,ancillary,BAG20,Ancillary service: BAG20,68.18,AUD
INL-00709,INV-00094,,discount,CORP-CORP-001,Discount: Corporate rate: Vantage Consulting Group,-2046.79,AUD
INL-00710,INV-00095,TKT-00151,base_fare,FIRST,Base fare: First,34330.59,ZAR
INL-00711,INV-00095,TKT-00151,tax,GVT,Government Passenger Tax,2403.14,ZAR
INL-00712,INV-00095,TKT-00151,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00713,INV-00095,TKT-00151,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00714,INV-00096,TKT-00152,base_fare,FIRST,Base fare: First,2808.87,AUD
INL-00715,INV-00096,TKT-00152,tax,GVT,Government Passenger Tax,196.62,AUD
INL-00716,INV-00096,TKT-00152,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00717,INV-00096,TKT-00152,airport_fee,SEC,Security Fee,18.18,AUD
INL-00718,INV-00096,,discount,LOYALTY5,Discount: Loyalty 5 Percent,-140.44,AUD
INL-00719,INV-00097,TKT-00153,base_fare,ECOFL,Base fare: Economy Flex,1049.75,AUD
INL-00720,INV-00097,TKT-00153,tax,GVT,Government Passenger Tax,73.48,AUD
INL-00721,INV-00097,TKT-00153,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00722,INV-00097,TKT-00153,airport_fee,SEC,Security Fee,18.18,AUD
INL-00723,INV-00097,,discount,CORP-CORP-004,Discount: Corporate rate: Meridian Bank Group,-157.46,AUD
INL-00724,INV-00098,TKT-00154,base_fare,ECOSV,Base fare: Economy Saver,715.83,EUR
INL-00725,INV-00098,TKT-00154,tax,GVT,Government Passenger Tax,50.11,EUR
INL-00726,INV-00098,TKT-00154,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00727,INV-00098,TKT-00154,airport_fee,SEC,Security Fee,11.01,EUR
INL-00728,INV-00098,TKT-00155,base_fare,ECOSV,Base fare: Economy Saver,715.83,EUR
INL-00729,INV-00098,TKT-00155,tax,GVT,Government Passenger Tax,50.11,EUR
INL-00730,INV-00098,TKT-00155,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00731,INV-00098,TKT-00155,airport_fee,SEC,Security Fee,11.01,EUR
INL-00732,INV-00098,TKT-00156,base_fare,ECOSV,Base fare: Economy Saver,715.83,EUR
INL-00733,INV-00098,TKT-00156,tax,GVT,Government Passenger Tax,50.11,EUR
INL-00734,INV-00098,TKT-00156,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00735,INV-00098,TKT-00156,airport_fee,SEC,Security Fee,11.01,EUR
INL-00736,INV-00098,TKT-00156,ancillary,SEATXL,Ancillary service: SEATXL,55.05,EUR
INL-00737,INV-00098,,discount,CORP-CORP-005,Discount: Corporate rate: Falcon Logistics International,-214.75,EUR
INL-00738,INV-00099,TKT-00157,base_fare,PREMY,Base fare: Premium Economy,351.1,EUR
INL-00739,INV-00099,TKT-00157,tax,GVT,Government Passenger Tax,24.58,EUR
INL-00740,INV-00099,TKT-00157,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00741,INV-00099,TKT-00157,airport_fee,SEC,Security Fee,11.01,EUR
INL-00742,INV-00099,TKT-00157,ancillary,WIFI,Ancillary service: WIFI,13.76,EUR
INL-00743,INV-00099,TKT-00158,base_fare,PREMY,Base fare: Premium Economy,351.1,EUR
INL-00744,INV-00099,TKT-00158,tax,GVT,Government Passenger Tax,24.58,EUR
INL-00745,INV-00099,TKT-00158,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00746,INV-00099,TKT-00158,airport_fee,SEC,Security Fee,11.01,EUR
INL-00747,INV-00099,TKT-00158,ancillary,SEATPR,Ancillary service: SEATPR,22.94,EUR
INL-00748,INV-00099,TKT-00158,ancillary,MEALSP,Ancillary service: MEALSP,18.35,EUR
INL-00749,INV-00099,,discount,CORP-CORP-001,Discount: Corporate rate: Vantage Consulting Group,-84.26,EUR
INL-00750,INV-00100,TKT-00159,base_fare,ECOSV,Base fare: Economy Saver,303.71,EUR
INL-00751,INV-00100,TKT-00159,tax,GVT,Government Passenger Tax,21.26,EUR
INL-00752,INV-00100,TKT-00159,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00753,INV-00100,TKT-00159,airport_fee,SEC,Security Fee,11.01,EUR
INL-00754,INV-00100,TKT-00159,ancillary,BAG20,Ancillary service: BAG20,41.28,EUR
INL-00755,INV-00100,TKT-00159,ancillary,UPGCB,Ancillary service: UPGCB,201.83,EUR
INL-00756,INV-00100,TKT-00160,base_fare,ECOSV,Base fare: Economy Saver,303.71,EUR
INL-00757,INV-00100,TKT-00160,tax,GVT,Government Passenger Tax,21.26,EUR
INL-00758,INV-00100,TKT-00160,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00759,INV-00100,TKT-00160,airport_fee,SEC,Security Fee,11.01,EUR
INL-00760,INV-00101,TKT-00161,base_fare,BIZSV,Base fare: Business Saver,291689.55,JPY
INL-00761,INV-00101,TKT-00161,tax,GVT,Government Passenger Tax,20418.27,JPY
INL-00762,INV-00101,TKT-00161,airport_fee,PSC,Passenger Service Charge,5223.88,JPY
INL-00763,INV-00101,TKT-00161,airport_fee,SEC,Security Fee,1791.04,JPY
INL-00764,INV-00101,TKT-00162,base_fare,BIZSV,Base fare: Business Saver,291689.55,JPY
INL-00765,INV-00101,TKT-00162,tax,GVT,Government Passenger Tax,20418.27,JPY
INL-00766,INV-00101,TKT-00162,airport_fee,PSC,Passenger Service Charge,5223.88,JPY
INL-00767,INV-00101,TKT-00162,airport_fee,SEC,Security Fee,1791.04,JPY
INL-00768,INV-00101,TKT-00163,base_fare,BIZSV,Base fare: Business Saver,291689.55,JPY
INL-00769,INV-00101,TKT-00163,tax,GVT,Government Passenger Tax,20418.27,JPY
INL-00770,INV-00101,TKT-00163,airport_fee,PSC,Passenger Service Charge,5223.88,JPY
INL-00771,INV-00101,TKT-00163,airport_fee,SEC,Security Fee,1791.04,JPY
INL-00772,INV-00102,TKT-00164,base_fare,BIZSV,Base fare: Business Saver,17604.49,CNY
INL-00773,INV-00102,TKT-00164,tax,GVT,Government Passenger Tax,1232.31,CNY
INL-00774,INV-00102,TKT-00164,airport_fee,PSC,Passenger Service Charge,251.8,CNY
INL-00775,INV-00102,TKT-00164,airport_fee,SEC,Security Fee,86.33,CNY
INL-00776,INV-00102,TKT-00165,base_fare,BIZSV,Base fare: Business Saver,17604.49,CNY
INL-00777,INV-00102,TKT-00165,tax,GVT,Government Passenger Tax,1232.31,CNY
INL-00778,INV-00102,TKT-00165,airport_fee,PSC,Passenger Service Charge,251.8,CNY
INL-00779,INV-00102,TKT-00165,airport_fee,SEC,Security Fee,86.33,CNY
INL-00780,INV-00102,TKT-00165,ancillary,MEALSP,Ancillary service: MEALSP,143.88,CNY
INL-00781,INV-00102,TKT-00165,ancillary,WIFI,Ancillary service: WIFI,107.91,CNY
INL-00782,INV-00102,TKT-00166,base_fare,BIZSV,Base fare: Business Saver,17604.49,CNY
INL-00783,INV-00102,TKT-00166,tax,GVT,Government Passenger Tax,1232.31,CNY
INL-00784,INV-00102,TKT-00166,airport_fee,PSC,Passenger Service Charge,251.8,CNY
INL-00785,INV-00102,TKT-00166,airport_fee,SEC,Security Fee,86.33,CNY
INL-00786,INV-00102,TKT-00166,ancillary,SEATPR,Ancillary service: SEATPR,179.86,CNY
INL-00787,INV-00103,TKT-00167,base_fare,BIZFL,Base fare: Business Flex,2790.32,USD
INL-00788,INV-00103,TKT-00167,tax,GVT,Government Passenger Tax,195.32,USD
INL-00789,INV-00103,TKT-00167,airport_fee,PSC,Passenger Service Charge,35.0,USD
INL-00790,INV-00103,TKT-00167,airport_fee,SEC,Security Fee,12.0,USD
INL-00791,INV-00103,,discount,LOYALTY5,Discount: Loyalty 5 Percent,-139.52,USD
INL-00792,INV-00104,TKT-00168,base_fare,BIZSV,Base fare: Business Saver,1060.43,EUR
INL-00793,INV-00104,TKT-00168,tax,GVT,Government Passenger Tax,74.23,EUR
INL-00794,INV-00104,TKT-00168,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00795,INV-00104,TKT-00168,airport_fee,SEC,Security Fee,11.01,EUR
INL-00796,INV-00104,,discount,CORP-CORP-004,Discount: Corporate rate: Meridian Bank Group,-159.06,EUR
INL-00797,INV-00105,TKT-00169,base_fare,PREMY,Base fare: Premium Economy,1548.46,AUD
INL-00798,INV-00105,TKT-00169,tax,GVT,Government Passenger Tax,108.39,AUD
INL-00799,INV-00105,TKT-00169,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00800,INV-00105,TKT-00169,airport_fee,SEC,Security Fee,18.18,AUD
INL-00801,INV-00105,TKT-00169,ancillary,UPGCB,Ancillary service: UPGCB,333.33,AUD
INL-00802,INV-00105,TKT-00170,base_fare,PREMY,Base fare: Premium Economy,1548.46,AUD
INL-00803,INV-00105,TKT-00170,tax,GVT,Government Passenger Tax,108.39,AUD
INL-00804,INV-00105,TKT-00170,airport_fee,PSC,Passenger Service Charge,53.03,AUD
INL-00805,INV-00105,TKT-00170,airport_fee,SEC,Security Fee,18.18,AUD
INL-00806,INV-00106,TKT-00171,base_fare,FIRST,Base fare: First,123430.74,ZAR
INL-00807,INV-00106,TKT-00171,tax,GVT,Government Passenger Tax,8640.15,ZAR
INL-00808,INV-00106,TKT-00171,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00809,INV-00106,TKT-00171,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00810,INV-00106,TKT-00171,ancillary,LOUNGE,Ancillary service: LOUNGE,1018.52,ZAR
INL-00811,INV-00106,TKT-00172,base_fare,FIRST,Base fare: First,123430.74,ZAR
INL-00812,INV-00106,TKT-00172,tax,GVT,Government Passenger Tax,8640.15,ZAR
INL-00813,INV-00106,TKT-00172,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00814,INV-00106,TKT-00172,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00815,INV-00106,TKT-00172,ancillary,SEATPR,Ancillary service: SEATPR,462.96,ZAR
INL-00816,INV-00106,TKT-00173,base_fare,FIRST,Base fare: First,123430.74,ZAR
INL-00817,INV-00106,TKT-00173,tax,GVT,Government Passenger Tax,8640.15,ZAR
INL-00818,INV-00106,TKT-00173,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00819,INV-00106,TKT-00173,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00820,INV-00107,TKT-00174,base_fare,PREMY,Base fare: Premium Economy,910.45,EUR
INL-00821,INV-00107,TKT-00174,tax,GVT,Government Passenger Tax,63.73,EUR
INL-00822,INV-00107,TKT-00174,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00823,INV-00107,TKT-00174,airport_fee,SEC,Security Fee,11.01,EUR
INL-00824,INV-00107,TKT-00174,ancillary,UPGCB,Ancillary service: UPGCB,201.83,EUR
INL-00825,INV-00107,TKT-00175,base_fare,PREMY,Base fare: Premium Economy,910.45,EUR
INL-00826,INV-00107,TKT-00175,tax,GVT,Government Passenger Tax,63.73,EUR
INL-00827,INV-00107,TKT-00175,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00828,INV-00107,TKT-00175,airport_fee,SEC,Security Fee,11.01,EUR
INL-00829,INV-00107,,discount,CORP-CORP-001,Discount: Corporate rate: Vantage Consulting Group,-218.51,EUR
INL-00830,INV-00108,TKT-00176,base_fare,PREMY,Base fare: Premium Economy,13706.92,ZAR
INL-00831,INV-00108,TKT-00176,tax,GVT,Government Passenger Tax,959.48,ZAR
INL-00832,INV-00108,TKT-00176,airport_fee,PSC,Passenger Service Charge,648.15,ZAR
INL-00833,INV-00108,TKT-00176,airport_fee,SEC,Security Fee,222.22,ZAR
INL-00834,INV-00108,TKT-00176,ancillary,SEATPR,Ancillary service: SEATPR,462.96,ZAR
INL-00835,INV-00109,TKT-00177,base_fare,BIZFL,Base fare: Business Flex,2928.64,EUR
INL-00836,INV-00109,TKT-00177,tax,GVT,Government Passenger Tax,205.0,EUR
INL-00837,INV-00109,TKT-00177,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00838,INV-00109,TKT-00177,airport_fee,SEC,Security Fee,11.01,EUR
INL-00839,INV-00110,TKT-00178,base_fare,ECOSV,Base fare: Economy Saver,632.75,USD
INL-00840,INV-00110,TKT-00178,tax,GVT,Government Passenger Tax,44.29,USD
INL-00841,INV-00110,TKT-00178,airport_fee,PSC,Passenger Service Charge,35.0,USD
INL-00842,INV-00110,TKT-00178,airport_fee,SEC,Security Fee,12.0,USD
INL-00843,INV-00110,TKT-00179,base_fare,ECOSV,Base fare: Economy Saver,632.75,USD
INL-00844,INV-00110,TKT-00179,tax,GVT,Government Passenger Tax,44.29,USD
INL-00845,INV-00110,TKT-00179,airport_fee,PSC,Passenger Service Charge,35.0,USD
INL-00846,INV-00110,TKT-00179,airport_fee,SEC,Security Fee,12.0,USD
INL-00847,INV-00111,TKT-00180,base_fare,ECOSV,Base fare: Economy Saver,142.72,CAD
INL-00848,INV-00111,TKT-00180,tax,GVT,Government Passenger Tax,9.99,CAD
INL-00849,INV-00111,TKT-00180,airport_fee,PSC,Passenger Service Charge,47.3,CAD
INL-00850,INV-00111,TKT-00180,airport_fee,SEC,Security Fee,16.22,CAD
INL-00851,INV-00111,TKT-00180,ancillary,UPGCB,Ancillary service: UPGCB,297.3,CAD
INL-00852,INV-00112,TKT-00181,base_fare,BIZFL,Base fare: Business Flex,574298.51,JPY
INL-00853,INV-00112,TKT-00181,tax,GVT,Government Passenger Tax,40200.9,JPY
INL-00854,INV-00112,TKT-00181,airport_fee,PSC,Passenger Service Charge,5223.88,JPY
INL-00855,INV-00112,TKT-00181,airport_fee,SEC,Security Fee,1791.04,JPY
INL-00856,INV-00112,TKT-00181,ancillary,MEALSP,Ancillary service: MEALSP,2985.07,JPY
INL-00857,INV-00113,TKT-00182,base_fare,PREMY,Base fare: Premium Economy,227.95,GBP
INL-00858,INV-00113,TKT-00182,tax,GVT,Government Passenger Tax,15.96,GBP
INL-00859,INV-00113,TKT-00182,airport_fee,PSC,Passenger Service Charge,27.56,GBP
INL-00860,INV-00113,TKT-00182,airport_fee,SEC,Security Fee,9.45,GBP
INL-00861,INV-00114,TKT-00183,base_fare,FIRST,Base fare: First,16833.01,BRL
INL-00862,INV-00114,TKT-00183,tax,GVT,Government Passenger Tax,1178.31,BRL
INL-00863,INV-00114,TKT-00183,airport_fee,PSC,Passenger Service Charge,205.88,BRL
INL-00864,INV-00114,TKT-00183,airport_fee,SEC,Security Fee,70.59,BRL
INL-00865,INV-00114,,discount,CORP-CORP-004,Discount: Corporate rate: Meridian Bank Group,-2524.95,BRL
INL-00866,INV-00115,TKT-00184,base_fare,BIZSV,Base fare: Business Saver,1455.31,EUR
INL-00867,INV-00115,TKT-00184,tax,GVT,Government Passenger Tax,101.87,EUR
INL-00868,INV-00115,TKT-00184,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00869,INV-00115,TKT-00184,airport_fee,SEC,Security Fee,11.01,EUR
INL-00870,INV-00115,TKT-00184,ancillary,SEATPR,Ancillary service: SEATPR,22.94,EUR
INL-00871,INV-00116,TKT-00185,base_fare,ECOFL,Base fare: Economy Flex,427.16,EUR
INL-00872,INV-00116,TKT-00185,tax,GVT,Government Passenger Tax,29.9,EUR
INL-00873,INV-00116,TKT-00185,airport_fee,PSC,Passenger Service Charge,32.11,EUR
INL-00874,INV-00116,TKT-00185,airport_fee,SEC,Security Fee,11.01,EUR
INL-00875,INV-00116,,discount,CORP-CORP-003,Discount: Corporate rate: Solenne Cosmetiques,-34.17,EUR
INL-00876,INV-00117,TKT-00186,base_fare,FIRST,Base fare: First,3741.34,GBP
INL-00877,INV-00117,TKT-00186,tax,GVT,Government Passenger Tax,261.89,GBP
INL-00878,INV-00117,TKT-00186,airport_fee,PSC,Passenger Service Charge,27.56,GBP
INL-00879,INV-00117,TKT-00186,airport_fee,SEC,Security Fee,9.45,GBP
INL-00880,INV-00117,TKT-00187,base_fare,FIRST,Base fare: First,3741.34,GBP
INL-00881,INV-00117,TKT-00187,tax,GVT,Government Passenger Tax,261.89,GBP
INL-00882,INV-00117,TKT-00187,airport_fee,PSC,Passenger Service Charge,27.56,GBP
INL-00883,INV-00117,TKT-00187,airport_fee,SEC,Security Fee,9.45,GBP
INL-00884,INV-00117,TKT-00187,ancillary,UPGCB,Ancillary service: UPGCB,173.23,GBP
INL-00885,INV-00117,TKT-00187,ancillary,MEALSP,Ancillary service: MEALSP,15.75,GBP
INL-00886,INV-00117,,discount,CORP-CORP-004,Discount: Corporate rate: Meridian Bank Group,-1122.4,GBP
INL-00887,INV-00118,TKT-00188,base_fare,ECOFL,Base fare: Economy Flex,1578.36,CNY
INL-00888,INV-00118,TKT-00188,tax,GVT,Government Passenger Tax,110.49,CNY
INL-00889,INV-00118,TKT-00188,airport_fee,PSC,Passenger Service Charge,251.8,CNY
INL-00890,INV-00118,TKT-00188,airport_fee,SEC,Security Fee,86.33,CNY
INL-00891,INV-00118,,discount,CORP-CORP-003,Discount: Corporate rate: Solenne Cosmetiques,-126.27,CNY
INL-00892,INV-00119,TKT-00189,base_fare,BIZSV,Base fare: Business Saver,1455.31,EUR
