flight_instance_id,schedule_id,flight_number,flight_date,origin_ident,destination_ident,aircraft_registration,scheduled_departure_utc,scheduled_arrival_utc,status
FLT-00366,SCH-00021,SL105,2026-01-10,LFPG,KJFK,FR-SL003,2026-01-10T05:00:00Z,2026-01-10T12:47:00Z,completed
FLT-00367,SCH-00021,SL105,2026-01-11,LFPG,KJFK,FR-SL003,2026-01-11T05:00:00Z,2026-01-11T12:47:00Z,completed
FLT-00368,SCH-00021,SL105,2026-01-12,LFPG,KJFK,FR-SL003,2026-01-12T05:00:00Z,2026-01-12T12:47:00Z,completed
FLT-00369,SCH-00021,SL105,2026-01-13,LFPG,KJFK,FR-SL003,2026-01-13T05:00:00Z,2026-01-13T12:47:00Z,completed
FLT-00370,SCH-00021,SL105,2026-01-14,LFPG,KJFK,FR-SL003,2026-01-14T05:00:00Z,2026-01-14T12:47:00Z,completed
FLT-00371,SCH-00021,SL105,2026-01-15,LFPG,KJFK,FR-SL003,2026-01-15T05:00:00Z,2026-01-15T12:47:00Z,scheduled
FLT-00372,SCH-00021,SL105,2026-01-16,LFPG,KJFK,FR-SL003,2026-01-16T05:00:00Z,2026-01-16T12:47:00Z,scheduled
FLT-00373,SCH-00021,SL105,2026-01-17,LFPG,KJFK,FR-SL003,2026-01-17T05:00:00Z,2026-01-17T12:47:00Z,scheduled
FLT-00374,SCH-00021,SL105,2026-01-18,LFPG,KJFK,FR-SL003,2026-01-18T05:00:00Z,2026-01-18T12:47:00Z,scheduled
FLT-00375,SCH-00021,SL105,2026-01-19,LFPG,KJFK,FR-SL003,2026-01-19T05:00:00Z,2026-01-19T12:47:00Z,scheduled
FLT-00376,SCH-00021,SL105,2026-01-20,LFPG,KJFK,FR-SL003,2026-01-20T05:00:00Z,2026-01-20T12:47:00Z,scheduled
FLT-00377,SCH-00021,SL105,2026-01-21,LFPG,KJFK,FR-SL003,2026-01-21T05:00:00Z,2026-01-21T12:47:00Z,scheduled
FLT-00378,SCH-00021,SL105,2026-01-22,LFPG,KJFK,FR-SL003,2026-01-22T05:00:00Z,2026-01-22T12:47:00Z,scheduled
FLT-00379,SCH-00022,SL106,2025-12-26,KJFK,LFPG,FR-SL003,2025-12-26T14:30:00Z,2025-12-26T22:17:00Z,completed
FLT-00380,SCH-00022,SL106,2025-12-29,KJFK,LFPG,FR-SL003,2025-12-29T14:30:00Z,2025-12-29T22:17:00Z,completed
FLT-00381,SCH-00022,SL106,2025-12-31,KJFK,LFPG,FR-SL003,2025-12-31T14:30:00Z,2025-12-31T22:17:00Z,completed
FLT-00382,SCH-00022,SL106,2026-01-02,KJFK,LFPG,FR-SL003,2026-01-02T14:30:00Z,2026-01-02T22:17:00Z,completed
FLT-00383,SCH-00022,SL106,2026-01-05,KJFK,LFPG,FR-SL003,2026-01-05T14:30:00Z,2026-01-05T22:17:00Z,completed
FLT-00384,SCH-00022,SL106,2026-01-07,KJFK,LFPG,FR-SL003,2026-01-07T14:30:00Z,2026-01-07T22:17:00Z,completed
FLT-00385,SCH-00022,SL106,2026-01-09,KJFK,LFPG,FR-SL003,2026-01-09T14:30:00Z,2026-01-09T22:17:00Z,completed
FLT-00386,SCH-00022,SL106,2026-01-12,KJFK,LFPG,FR-SL003,2026-01-12T14:30:00Z,2026-01-12T22:17:00Z,completed
FLT-00387,SCH-00022,SL106,2026-01-14,KJFK,LFPG,FR-SL003,2026-01-14T14:30:00Z,2026-01-14T22:17:00Z,completed
FLT-00388,SCH-00022,SL106,2026-01-16,KJFK,LFPG,FR-SL003,2026-01-16T14:30:00Z,2026-01-16T22:17:00Z,scheduled
FLT-00389,SCH-00022,SL106,2026-01-19,KJFK,LFPG,FR-SL003,2026-01-19T14:30:00Z,2026-01-19T22:17:00Z,scheduled
FLT-00390,SCH-00022,SL106,2026-01-21,KJFK,LFPG,FR-SL003,2026-01-21T14:30:00Z,2026-01-21T22:17:00Z,scheduled
FLT-00391,SCH-00023,SL107,2025-12-25,LFPG,RJAA,FR-SL001,2025-12-25T11:00:00Z,2025-12-25T22:32:00Z,completed
FLT-00392,SCH-00023,SL107,2025-12-27,LFPG,RJAA,FR-SL002,2025-12-27T11:00:00Z,2025-12-27T22:32:00Z,completed
FLT-00393,SCH-00023,SL107,2025-12-30,LFPG,RJAA,FR-SL003,2025-12-30T11:00:00Z,2025-12-30T22:32:00Z,completed
FLT-00394,SCH-00023,SL107,2026-01-01,LFPG,RJAA,FR-SL004,2026-01-01T11:00:00Z,2026-01-01T22:32:00Z,completed
FLT-00395,SCH-00023,SL107,2026-01-03,LFPG,RJAA,FR-SL001,2026-01-03T11:00:00Z,2026-01-03T22:32:00Z,completed
FLT-00396,SCH-00023,SL107,2026-01-06,LFPG,RJAA,FR-SL002,2026-01-06T11:00:00Z,2026-01-06T22:32:00Z,completed
FLT-00397,SCH-00023,SL107,2026-01-08,LFPG,RJAA,FR-SL003,2026-01-08T11:00:00Z,2026-01-08T22:32:00Z,completed
FLT-00398,SCH-00023,SL107,2026-01-10,LFPG,RJAA,FR-SL004,2026-01-10T11:00:00Z,2026-01-10T22:32:00Z,completed
FLT-00399,SCH-00023,SL107,2026-01-13,LFPG,RJAA,FR-SL001,2026-01-13T11:00:00Z,2026-01-13T22:32:00Z,completed
FLT-00400,SCH-00023,SL107,2026-01-15,LFPG,RJAA,FR-SL002,2026-01-15T11:00:00Z,2026-01-15T22:32:00Z,scheduled
FLT-00401,SCH-00023,SL107,2026-01-17,LFPG,RJAA,FR-SL003,2026-01-17T11:00:00Z,2026-01-17T22:32:00Z,scheduled
FLT-00402,SCH-00023,SL107,2026-01-20,LFPG,RJAA,FR-SL004,2026-01-20T11:00:00Z,2026-01-20T22:32:00Z,scheduled
FLT-00403,SCH-00023,SL107,2026-01-22,LFPG,RJAA,FR-SL001,2026-01-22T11:00:00Z,2026-01-22T22:32:00Z,scheduled
FLT-00404,SCH-00024,SL108,2025-12-25,RJAA,LFPG,FR-SL001,2025-12-25T06:30:00Z,2025-12-25T18:02:00Z,completed
FLT-00405,SCH-00024,SL108,2025-12-26,RJAA,LFPG,FR-SL002,2025-12-26T06:30:00Z,2025-12-26T18:02:00Z,completed
FLT-00406,SCH-00024,SL108,2025-12-27,RJAA,LFPG,FR-SL003,2025-12-27T06:30:00Z,2025-12-27T18:02:00Z,completed
FLT-00407,SCH-00024,SL108,2025-12-28,RJAA,LFPG,FR-SL004,2025-12-28T06:30:00Z,2025-12-28T18:02:00Z,completed
FLT-00408,SCH-00024,SL108,2025-12-29,RJAA,LFPG,FR-SL001,2025-12-29T06:30:00Z,2025-12-29T18:02:00Z,completed
FLT-00409,SCH-00024,SL108,2025-12-30,RJAA,LFPG,FR-SL002,2025-12-30T06:30:00Z,2025-12-30T18:02:00Z,completed
FLT-00410,SCH-00024,SL108,2025-12-31,RJAA,LFPG,FR-SL003,2025-12-31T06:30:00Z,2025-12-31T18:02:00Z,completed
FLT-00411,SCH-00024,SL108,2026-01-01,RJAA,LFPG,FR-SL004,2026-01-01T06:30:00Z,2026-01-01T18:02:00Z,completed
FLT-00412,SCH-00024,SL108,2026-01-02,RJAA,LFPG,FR-SL001,2026-01-02T06:30:00Z,2026-01-02T18:02:00Z,completed
FLT-00413,SCH-00024,SL108,2026-01-03,RJAA,LFPG,FR-SL002,2026-01-03T06:30:00Z,2026-01-03T18:02:00Z,completed
FLT-00414,SCH-00024,SL108,2026-01-04,RJAA,LFPG,FR-SL003,2026-01-04T06:30:00Z,2026-01-04T18:02:00Z,completed
FLT-00415,SCH-00024,SL108,2026-01-05,RJAA,LFPG,FR-SL004,2026-01-05T06:30:00Z,2026-01-05T18:02:00Z,completed
FLT-00416,SCH-00024,SL108,2026-01-06,RJAA,LFPG,FR-SL001,2026-01-06T06:30:00Z,2026-01-06T18:02:00Z,completed
FLT-00417,SCH-00024,SL108,2026-01-07,RJAA,LFPG,FR-SL002,2026-01-07T06:30:00Z,2026-01-07T18:02:00Z,completed
FLT-00418,SCH-00024,SL108,2026-01-08,RJAA,LFPG,FR-SL003,2026-01-08T06:30:00Z,2026-01-08T18:02:00Z,completed
FLT-00419,SCH-00024,SL108,2026-01-09,RJAA,LFPG,FR-SL004,2026-01-09T06:30:00Z,2026-01-09T18:02:00Z,completed
FLT-00420,SCH-00024,SL108,2026-01-10,RJAA,LFPG,FR-SL001,2026-01-10T06:30:00Z,2026-01-10T18:02:00Z,completed
FLT-00421,SCH-00024,SL108,2026-01-11,RJAA,LFPG,FR-SL002,2026-01-11T06:30:00Z,2026-01-11T18:02:00Z,completed
FLT-00422,SCH-00024,SL108,2026-01-12,RJAA,LFPG,FR-SL003,2026-01-12T06:30:00Z,2026-01-12T18:02:00Z,completed
FLT-00423,SCH-00024,SL108,2026-01-13,RJAA,LFPG,FR-SL004,2026-01-13T06:30:00Z,2026-01-13T18:02:00Z,completed
FLT-00424,SCH-00024,SL108,2026-01-14,RJAA,LFPG,FR-SL001,2026-01-14T06:30:00Z,2026-01-14T18:02:00Z,completed
FLT-00425,SCH-00024,SL108,2026-01-15,RJAA,LFPG,FR-SL002,2026-01-15T06:30:00Z,2026-01-15T18:02:00Z,scheduled
FLT-00426,SCH-00024,SL108,2026-01-16,RJAA,LFPG,FR-SL003,2026-01-16T06:30:00Z,2026-01-16T18:02:00Z,scheduled
FLT-00427,SCH-00024,SL108,2026-01-17,RJAA,LFPG,FR-SL004,2026-01-17T06:30:00Z,2026-01-17T18:02:00Z,scheduled
FLT-00428,SCH-00024,SL108,2026-01-18,RJAA,LFPG,FR-SL001,2026-01-18T06:30:00Z,2026-01-18T18:02:00Z,scheduled
FLT-00429,SCH-00024,SL108,2026-01-19,RJAA,LFPG,FR-SL002,2026-01-19T06:30:00Z,2026-01-19T18:02:00Z,scheduled
FLT-00430,SCH-00024,SL108,2026-01-20,RJAA,LFPG,FR-SL003,2026-01-20T06:30:00Z,2026-01-20T18:02:00Z,scheduled
FLT-00431,SCH-00024,SL108,2026-01-21,RJAA,LFPG,FR-SL004,2026-01-21T06:30:00Z,2026-01-21T18:02:00Z,scheduled
FLT-00432,SCH-00024,SL108,2026-01-22,RJAA,LFPG,FR-SL001,2026-01-22T06:30:00Z,2026-01-22T18:02:00Z,scheduled
FLT-00433,SCH-00025,PC101,2025-12-26,WSSS,LIRF,SG-PC001,2025-12-26T10:00:00Z,2025-12-26T21:55:00Z,completed
FLT-00434,SCH-00025,PC101,2025-12-29,WSSS,LIRF,SG-PC002,2025-12-29T10:00:00Z,2025-12-29T21:55:00Z,completed
FLT-00435,SCH-00025,PC101,2025-12-31,WSSS,LIRF,SG-PC003,2025-12-31T10:00:00Z,2025-12-31T21:55:00Z,completed
FLT-00436,SCH-00025,PC101,2026-01-02,WSSS,LIRF,SG-PC004,2026-01-02T10:00:00Z,2026-01-02T21:55:00Z,completed
FLT-00437,SCH-00025,PC101,2026-01-05,WSSS,LIRF,SG-PC001,2026-01-05T10:00:00Z,2026-01-05T21:55:00Z,completed
FLT-00438,SCH-00025,PC101,2026-01-07,WSSS,LIRF,SG-PC002,2026-01-07T10:00:00Z,2026-01-07T21:55:00Z,completed
FLT-00439,SCH-00025,PC101,2026-01-09,WSSS,LIRF,SG-PC003,2026-01-09T10:00:00Z,2026-01-09T21:55:00Z,completed
FLT-00440,SCH-00025,PC101,2026-01-12,WSSS,LIRF,SG-PC004,2026-01-12T10:00:00Z,2026-01-12T21:55:00Z,completed
FLT-00441,SCH-00025,PC101,2026-01-14,WSSS,LIRF,SG-PC001,2026-01-14T10:00:00Z,2026-01-14T21:55:00Z,completed
FLT-00442,SCH-00025,PC101,2026-01-16,WSSS,LIRF,SG-PC002,2026-01-16T10:00:00Z,2026-01-16T21:55:00Z,scheduled
FLT-00443,SCH-00025,PC101,2026-01-19,WSSS,LIRF,SG-PC003,2026-01-19T10:00:00Z,2026-01-19T21:55:00Z,scheduled
FLT-00444,SCH-00025,PC101,2026-01-21,WSSS,LIRF,SG-PC004,2026-01-21T10:00:00Z,2026-01-21T21:55:00Z,scheduled
FLT-00445,SCH-00026,PC102,2025-12-25,LIRF,WSSS,SG-PC001,2025-12-25T05:30:00Z,2025-12-25T17:25:00Z,completed
FLT-00446,SCH-00026,PC102,2025-12-27,LIRF,WSSS,SG-PC002,2025-12-27T05:30:00Z,2025-12-27T17:25:00Z,completed
FLT-00447,SCH-00026,PC102,2025-12-30,LIRF,WSSS,SG-PC003,2025-12-30T05:30:00Z,2025-12-30T17:25:00Z,completed
FLT-00448,SCH-00026,PC102,2026-01-01,LIRF,WSSS,SG-PC004,2026-01-01T05:30:00Z,2026-01-01T17:25:00Z,completed
FLT-00449,SCH-00026,PC102,2026-01-03,LIRF,WSSS,SG-PC001,2026-01-03T05:30:00Z,2026-01-03T17:25:00Z,completed
FLT-00450,SCH-00026,PC102,2026-01-06,LIRF,WSSS,SG-PC002,2026-01-06T05:30:00Z,2026-01-06T17:25:00Z,completed
FLT-00451,SCH-00026,PC102,2026-01-08,LIRF,WSSS,SG-PC003,2026-01-08T05:30:00Z,2026-01-08T17:25:00Z,completed
FLT-00452,SCH-00026,PC102,2026-01-10,LIRF,WSSS,SG-PC004,2026-01-10T05:30:00Z,2026-01-10T17:25:00Z,completed
FLT-00453,SCH-00026,PC102,2026-01-13,LIRF,WSSS,SG-PC001,2026-01-13T05:30:00Z,2026-01-13T17:25:00Z,completed
FLT-00454,SCH-00026,PC102,2026-01-15,LIRF,WSSS,SG-PC002,2026-01-15T05:30:00Z,2026-01-15T17:25:00Z,scheduled
FLT-00455,SCH-00026,PC102,2026-01-17,LIRF,WSSS,SG-PC003,2026-01-17T05:30:00Z,2026-01-17T17:25:00Z,scheduled
FLT-00456,SCH-00026,PC102,2026-01-20,LIRF,WSSS,SG-PC004,2026-01-20T05:30:00Z,2026-01-20T17:25:00Z,scheduled
FLT-00457,SCH-00026,PC102,2026-01-22,LIRF,WSSS,SG-PC001,2026-01-22T05:30:00Z,2026-01-22T17:25:00Z,scheduled
FLT-00458,SCH-00027,PC103,2025-12-25,WSSS,KLAX,SG-PC001,2025-12-25T01:00:00Z,2025-12-25T17:25:00Z,completed
FLT-00459,SCH-00027,PC103,2025-12-26,WSSS,KLAX,SG-PC002,2025-12-26T01:00:00Z,2025-12-26T17:25:00Z,completed
FLT-00460,SCH-00027,PC103,2025-12-27,WSSS,KLAX,SG-PC003,2025-12-27T01:00:00Z,2025-12-27T17:25:00Z,completed
FLT-00461,SCH-00027,PC103,2025-12-28,WSSS,KLAX,SG-PC004,2025-12-28T01:00:00Z,2025-12-28T17:25:00Z,completed
FLT-00462,SCH-00027,PC103,2025-12-29,WSSS,KLAX,SG-PC001,2025-12-29T01:00:00Z,2025-12-29T17:25:00Z,completed
FLT-00463,SCH-00027,PC103,2025-12-30,WSSS,KLAX,SG-PC002,2025-12-30T01:00:00Z,2025-12-30T17:25:00Z,completed
FLT-00464,SCH-00027,PC103,2025-12-31,WSSS,KLAX,SG-PC003,2025-12-31T01:00:00Z,2025-12-31T17:25:00Z,completed
FLT-00465,SCH-00027,PC103,2026-01-01,WSSS,KLAX,SG-PC004,2026-01-01T01:00:00Z,2026-01-01T17:25:00Z,completed
FLT-00466,SCH-00027,PC103,2026-01-02,WSSS,KLAX,SG-PC001,2026-01-02T01:00:00Z,2026-01-02T17:25:00Z,completed
FLT-00467,SCH-00027,PC103,2026-01-03,WSSS,KLAX,SG-PC002,2026-01-03T01:00:00Z,2026-01-03T17:25:00Z,completed
FLT-00468,SCH-00027,PC103,2026-01-04,WSSS,KLAX,SG-PC003,2026-01-04T01:00:00Z,2026-01-04T17:25:00Z,completed
FLT-00469,SCH-00027,PC103,2026-01-05,WSSS,KLAX,SG-PC004,2026-01-05T01:00:00Z,2026-01-05T17:25:00Z,completed
FLT-00470,SCH-00027,PC103,2026-01-06,WSSS,KLAX,SG-PC001,2026-01-06T01:00:00Z,2026-01-06T17:25:00Z,completed
FLT-00471,SCH-00027,PC103,2026-01-07,WSSS,KLAX,SG-PC002,2026-01-07T01:00:00Z,2026-01-07T17:25:00Z,completed
FLT-00472,SCH-00027,PC103,2026-01-08,WSSS,KLAX,SG-PC003,2026-01-08T01:00:00Z,2026-01-08T17:25:00Z,completed
FLT-00473,SCH-00027,PC103,2026-01-09,WSSS,KLAX,SG-PC004,2026-01-09T01:00:00Z,2026-01-09T17:25:00Z,completed
FLT-00474,SCH-00027,PC103,2026-01-10,WSSS,KLAX,SG-PC001,2026-01-10T01:00:00Z,2026-01-10T17:25:00Z,completed
FLT-00475,SCH-00027,PC103,2026-01-11,WSSS,KLAX,SG-PC002,2026-01-11T01:00:00Z,2026-01-11T17:25:00Z,completed
FLT-00476,SCH-00027,PC103,2026-01-12,WSSS,KLAX,SG-PC003,2026-01-12T01:00:00Z,2026-01-12T17:25:00Z,completed
FLT-00477,SCH-00027,PC103,2026-01-13,WSSS,KLAX,SG-PC004,2026-01-13T01:00:00Z,2026-01-13T17:25:00Z,completed
FLT-00478,SCH-00027,PC103,2026-01-14,WSSS,KLAX,SG-PC001,2026-01-14T01:00:00Z,2026-01-14T17:25:00Z,completed
FLT-00479,SCH-00027,PC103,2026-01-15,WSSS,KLAX,SG-PC002,2026-01-15T01:00:00Z,2026-01-15T17:25:00Z,scheduled
FLT-00480,SCH-00027,PC103,2026-01-16,WSSS,KLAX,SG-PC003,2026-01-16T01:00:00Z,2026-01-16T17:25:00Z,scheduled
FLT-00481,SCH-00027,PC103,2026-01-17,WSSS,KLAX,SG-PC004,2026-01-17T01:00:00Z,2026-01-17T17:25:00Z,scheduled
FLT-00482,SCH-00027,PC103,2026-01-18,WSSS,KLAX,SG-PC001,2026-01-18T01:00:00Z,2026-01-18T17:25:00Z,scheduled
FLT-00483,SCH-00027,PC103,2026-01-19,WSSS,KLAX,SG-PC002,2026-01-19T01:00:00Z,2026-01-19T17:25:00Z,scheduled
FLT-00484,SCH-00027,PC103,2026-01-20,WSSS,KLAX,SG-PC003,2026-01-20T01:00:00Z,2026-01-20T17:25:00Z,scheduled
FLT-00485,SCH-00027,PC103,2026-01-21,WSSS,KLAX,SG-PC004,2026-01-21T01:00:00Z,2026-01-21T17:25:00Z,scheduled
FLT-00486,SCH-00027,PC103,2026-01-22,WSSS,KLAX,SG-PC001,2026-01-22T01:00:00Z,2026-01-22T17:25:00Z,scheduled
FLT-00487,SCH-00028,PC104,2025-12-26,KLAX,WSSS,SG-PC001,2025-12-26T20:30:00Z,2025-12-27T12:55:00Z,completed
FLT-00488,SCH-00028,PC104,2025-12-29,KLAX,WSSS,SG-PC002,2025-12-29T20:30:00Z,2025-12-30T12:55:00Z,completed
FLT-00489,SCH-00028,PC104,2025-12-31,KLAX,WSSS,SG-PC003,2025-12-31T20:30:00Z,2026-01-01T12:55:00Z,completed
FLT-00490,SCH-00028,PC104,2026-01-02,KLAX,WSSS,SG-PC004,2026-01-02T20:30:00Z,2026-01-03T12:55:00Z,completed
FLT-00491,SCH-00028,PC104,2026-01-05,KLAX,WSSS,SG-PC001,2026-01-05T20:30:00Z,2026-01-06T12:55:00Z,completed
FLT-00492,SCH-00028,PC104,2026-01-07,KLAX,WSSS,SG-PC002,2026-01-07T20:30:00Z,2026-01-08T12:55:00Z,completed
FLT-00493,SCH-00028,PC104,2026-01-09,KLAX,WSSS,SG-PC003,2026-01-09T20:30:00Z,2026-01-10T12:55:00Z,completed
FLT-00494,SCH-00028,PC104,2026-01-12,KLAX,WSSS,SG-PC004,2026-01-12T20:30:00Z,2026-01-13T12:55:00Z,completed
FLT-00495,SCH-00028,PC104,2026-01-14,KLAX,WSSS,SG-PC001,2026-01-14T20:30:00Z,2026-01-15T12:55:00Z,completed
FLT-00496,SCH-00028,PC104,2026-01-16,KLAX,WSSS,SG-PC002,2026-01-16T20:30:00Z,2026-01-17T12:55:00Z,scheduled
FLT-00497,SCH-00028,PC104,2026-01-19,KLAX,WSSS,SG-PC003,2026-01-19T20:30:00Z,2026-01-20T12:55:00Z,scheduled
FLT-00498,SCH-00028,PC104,2026-01-21,KLAX,WSSS,SG-PC004,2026-01-21T20:30:00Z,2026-01-22T12:55:00Z,scheduled
FLT-00499,SCH-00029,PC105,2025-12-25,WSSS,KATL,SG-PC001,2025-12-25T07:00:00Z,2025-12-26T01:33:00Z,completed
FLT-00500,SCH-00029,PC105,2025-12-27,WSSS,KATL,SG-PC002,2025-12-27T07:00:00Z,2025-12-28T01:33:00Z,completed
FLT-00501,SCH-00029,PC105,2025-12-30,WSSS,KATL,SG-PC003,2025-12-30T07:00:00Z,2025-12-31T01:33:00Z,completed
FLT-00502,SCH-00029,PC105,2026-01-01,WSSS,KATL,SG-PC004,2026-01-01T07:00:00Z,2026-01-02T01:33:00Z,completed
FLT-00503,SCH-00029,PC105,2026-01-03,WSSS,KATL,SG-PC001,2026-01-03T07:00:00Z,2026-01-04T01:33:00Z,completed
FLT-00504,SCH-00029,PC105,2026-01-06,WSSS,KATL,SG-PC002,2026-01-06T07:00:00Z,2026-01-07T01:33:00Z,completed
FLT-00505,SCH-00029,PC105,2026-01-08,WSSS,KATL,SG-PC003,2026-01-08T07:00:00Z,2026-01-09T01:33:00Z,completed
FLT-00506,SCH-00029,PC105,2026-01-10,WSSS,KATL,SG-PC004,2026-01-10T07:00:00Z,2026-01-11T01:33:00Z,completed
FLT-00507,SCH-00029,PC105,2026-01-13,WSSS,KATL,SG-PC001,2026-01-13T07:00:00Z,2026-01-14T01:33:00Z,completed
FLT-00508,SCH-00029,PC105,2026-01-15,WSSS,KATL,SG-PC002,2026-01-15T07:00:00Z,2026-01-16T01:33:00Z,scheduled
FLT-00509,SCH-00029,PC105,2026-01-17,WSSS,KATL,SG-PC003,2026-01-17T07:00:00Z,2026-01-18T01:33:00Z,scheduled
FLT-00510,SCH-00029,PC105,2026-01-20,WSSS,KATL,SG-PC004,2026-01-20T07:00:00Z,2026-01-21T01:33:00Z,scheduled
FLT-00511,SCH-00029,PC105,2026-01-22,WSSS,KATL,SG-PC001,2026-01-22T07:00:00Z,2026-01-23T01:33:00Z,scheduled
FLT-00512,SCH-00030,PC106,2025-12-25,KATL,WSSS,SG-PC001,2025-12-25T23:30:00Z,2025-12-26T18:03:00Z,completed
FLT-00513,SCH-00030,PC106,2025-12-26,KATL,WSSS,SG-PC002,2025-12-26T23:30:00Z,2025-12-27T18:03:00Z,completed
FLT-00514,SCH-00030,PC106,2025-12-27,KATL,WSSS,SG-PC003,2025-12-27T23:30:00Z,2025-12-28T18:03:00Z,completed
FLT-00515,SCH-00030,PC106,2025-12-28,KATL,WSSS,SG-PC004,2025-12-28T23:30:00Z,2025-12-29T18:03:00Z,completed
FLT-00516,SCH-00030,PC106,2025-12-29,KATL,WSSS,SG-PC001,2025-12-29T23:30:00Z,2025-12-30T18:03:00Z,completed
FLT-00517,SCH-00030,PC106,2025-12-30,KATL,WSSS,SG-PC002,2025-12-30T23:30:00Z,2025-12-31T18:03:00Z,completed
FLT-00518,SCH-00030,PC106,2025-12-31,KATL,WSSS,SG-PC003,2025-12-31T23:30:00Z,2026-01-01T18:03:00Z,completed
FLT-00519,SCH-00030,PC106,2026-01-01,KATL,WSSS,SG-PC004,2026-01-01T23:30:00Z,2026-01-02T18:03:00Z,completed
FLT-00520,SCH-00030,PC106,2026-01-02,KATL,WSSS,SG-PC001,2026-01-02T23:30:00Z,2026-01-03T18:03:00Z,completed
FLT-00521,SCH-00030,PC106,2026-01-03,KATL,WSSS,SG-PC002,2026-01-03T23:30:00Z,2026-01-04T18:03:00Z,completed
FLT-00522,SCH-00030,PC106,2026-01-04,KATL,WSSS,SG-PC003,2026-01-04T23:30:00Z,2026-01-05T18:03:00Z,completed
FLT-00523,SCH-00030,PC106,2026-01-05,KATL,WSSS,SG-PC004,2026-01-05T23:30:00Z,2026-01-06T18:03:00Z,completed
FLT-00524,SCH-00030,PC106,2026-01-06,KATL,WSSS,SG-PC001,2026-01-06T23:30:00Z,2026-01-07T18:03:00Z,completed
FLT-00525,SCH-00030,PC106,2026-01-07,KATL,WSSS,SG-PC002,2026-01-07T23:30:00Z,2026-01-08T18:03:00Z,completed
FLT-00526,SCH-00030,PC106,2026-01-08,KATL,WSSS,SG-PC003,2026-01-08T23:30:00Z,2026-01-09T18:03:00Z,completed
FLT-00527,SCH-00030,PC106,2026-01-09,KATL,WSSS,SG-PC004,2026-01-09T23:30:00Z,2026-01-10T18:03:00Z,completed
FLT-00528,SCH-00030,PC106,2026-01-10,KATL,WSSS,SG-PC001,2026-01-10T23:30:00Z,2026-01-11T18:03:00Z,completed
FLT-00529,SCH-00030,PC106,2026-01-11,KATL,WSSS,SG-PC002,2026-01-11T23:30:00Z,2026-01-12T18:03:00Z,completed
FLT-00530,SCH-00030,PC106,2026-01-12,KATL,WSSS,SG-PC003,2026-01-12T23:30:00Z,2026-01-13T18:03:00Z,completed
FLT-00531,SCH-00030,PC106,2026-01-13,KATL,WSSS,SG-PC004,2026-01-13T23:30:00Z,2026-01-14T18:03:00Z,completed
FLT-00532,SCH-00030,PC106,2026-01-14,KATL,WSSS,SG-PC001,2026-01-14T23:30:00Z,2026-01-15T18:03:00Z,completed
FLT-00533,SCH-00030,PC106,2026-01-15,KATL,WSSS,SG-PC002,2026-01-15T23:30:00Z,2026-01-16T18:03:00Z,scheduled
FLT-00534,SCH-00030,PC106,2026-01-16,KATL,WSSS,SG-PC003,2026-01-16T23:30:00Z,2026-01-17T18:03:00Z,scheduled
FLT-00535,SCH-00030,PC106,2026-01-17,KATL,WSSS,SG-PC004,2026-01-17T23:30:00Z,2026-01-18T18:03:00Z,scheduled
FLT-00536,SCH-00030,PC106,2026-01-18,KATL,WSSS,SG-PC001,2026-01-18T23:30:00Z,2026-01-19T18:03:00Z,scheduled
FLT-00537,SCH-00030,PC106,2026-01-19,KATL,WSSS,SG-PC002,2026-01-19T23:30:00Z,2026-01-20T18:03:00Z,scheduled
FLT-00538,SCH-00030,PC106,2026-01-20,KATL,WSSS,SG-PC003,2026-01-20T23:30:00Z,2026-01-21T18:03:00Z,scheduled
FLT-00539,SCH-00030,PC106,2026-01-21,KATL,WSSS,SG-PC004,2026-01-21T23:30:00Z,2026-01-22T18:03:00Z,scheduled
FLT-00540,SCH-00030,PC106,2026-01-22,KATL,WSSS,SG-PC001,2026-01-22T23:30:00Z,2026-01-23T18:03:00Z,scheduled
FLT-00541,SCH-00031,PC107,2025-12-26,WSSS,RJAA,SG-PC002,2025-12-25T22:00:00Z,2025-12-26T05:08:00Z,completed
FLT-00542,SCH-00031,PC107,2025-12-29,WSSS,RJAA,SG-PC002,2025-12-28T22:00:00Z,2025-12-29T05:08:00Z,completed
FLT-00543,SCH-00031,PC107,2025-12-31,WSSS,RJAA,SG-PC002,2025-12-30T22:00:00Z,2025-12-31T05:08:00Z,completed
FLT-00544,SCH-00031,PC107,2026-01-02,WSSS,RJAA,SG-PC002,2026-01-01T22:00:00Z,2026-01-02T05:08:00Z,completed
FLT-00545,SCH-00031,PC107,2026-01-05,WSSS,RJAA,SG-PC002,2026-01-04T22:00:00Z,2026-01-05T05:08:00Z,completed
FLT-00546,SCH-00031,PC107,2026-01-07,WSSS,RJAA,SG-PC002,2026-01-06T22:00:00Z,2026-01-07T05:08:00Z,completed
FLT-00547,SCH-00031,PC107,2026-01-09,WSSS,RJAA,SG-PC002,2026-01-08T22:00:00Z,2026-01-09T05:08:00Z,completed
FLT-00548,SCH-00031,PC107,2026-01-12,WSSS,RJAA,SG-PC002,2026-01-11T22:00:00Z,2026-01-12T05:08:00Z,completed
FLT-00549,SCH-00031,PC107,2026-01-14,WSSS,RJAA,SG-PC002,2026-01-13T22:00:00Z,2026-01-14T05:08:00Z,completed
